game_year,team,team_tm_major,team_tm_minor,KBO_ID,TM_ID,NAME,POS,BackNum,engName,Birthday,Height,Weight,pitcherthrows,batterside
2025,두산,DOO_BEA,MIN_DOO,52267,52267,김동준,IF,48,"Kim, Dong Jun",20020904,193,100,Left,Left
2025,두산,DOO_BEA,MIN_DOO,67246,67246,김명신,P,46,"Kim, Myeong Sin",19931129,178,90,Right,Right
2025,두산,DOO_BEA,MIN_DOO,54215,54215,김무빈,P,64,"Kim, Moo Bin",20050411,181,85,Left,Left
2025,두산,DOO_BEA,MIN_DOO,68200,68200,김민규,P,19,"Kim, Min Gyu",19990507,183,90,Right,Left
2025,두산,DOO_BEA,MIN_DOO,53554,53554,김민석,OF,2,"Kim, Min Suk",20040509,185,83,Right,Left
2025,두산,DOO_BEA,MIN_DOO,65269,65269,김민혁,IF,10,"Kim, Min Hyeok",19960503,188,100,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55225,55225,김민호,IF,124,"Kim, Min Ho",20020208,180,76,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55216,55216,김성재,C,116,"Kim, Sung Jae",20060516,182,98,Right,Right
2025,두산,DOO_BEA,MIN_DOO,53262,53262,김유성,P,20,"Kim, Yu Seong",20020101,190,98,Right,Right
2025,두산,DOO_BEA,MIN_DOO,63257,63257,김인태,OF,33,"Kim, In Tae",19940703,178,78,Left,Left
2025,두산,DOO_BEA,MIN_DOO,78224,78224,김재환,OF,32,"Kim, Jae Hwan",19880922,183,90,Right,Left
2025,두산,DOO_BEA,MIN_DOO,68830,68830,김정우,P,30,"Kim, Jeong Woo",19990515,183,87,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55226,55226,김준상,IF,125,"Kim, Jun Sang",20040802,184,75,Right,Left
2025,두산,DOO_BEA,MIN_DOO,55222,55222,김지윤,P,122,"Kim, Ji Yun",20040113,183,84,Right,Right
2025,두산,DOO_BEA,MIN_DOO,54217,54217,김태완,P,112,"Kim, Tae Wan",20050329,184,87,Right,Right
2025,두산,DOO_BEA,MIN_DOO,54263,54263,김택연,P,63,"Kim, Taek Yeon",20050603,181,88,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55221,55221,김한중,P,121,"Kim, Han Jung",20041103,183,89,Right,Right
2025,두산,DOO_BEA,MIN_DOO,68269,68269,김호준,P,56,"Kim, Ho Jun",19980517,180,82,Left,Left
2025,두산,DOO_BEA,MIN_DOO,69104,69104,남호,P,102,"Nam, Ho",20000720,185,86,Left,Left
2025,두산,DOO_BEA,MIN_DOO,54219,54219,류현준,C,11,"Ryu, Hyun Jun",20050325,182,92,Right,Right
2025,두산,DOO_BEA,MIN_DOO,64468,64468,박계범,IF,14,"Park, Gye Beom",19960111,177,84,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55223,55223,박민제,P,123,"Park, Min Je",20031020,190,98,Right,Right
2025,두산,DOO_BEA,MIN_DOO,53204,53204,박민준,C,26,"Park, Min Jun",20021021,183,95,Right,Right
2025,두산,DOO_BEA,MIN_DOO,51298,51298,박성재,C,15,"Park, Seoung Jae",20021118,186,98,Right,Right
2025,두산,DOO_BEA,MIN_DOO,68249,68249,박신지,P,49,"Park, Shin Zi",19990716,185,75,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55220,55220,박연준,P,120,"Park, Yeon Jun",20000705,184,94,Right,Right
2025,두산,DOO_BEA,MIN_DOO,50205,50205,박웅,P,106,"Park, Woong",19971112,192,103,Right,Right
2025,두산,DOO_BEA,MIN_DOO,65639,65639,박정수,P,12,"Park, Jung Soo",19960129,178,74,Right,Left
2025,두산,DOO_BEA,MIN_DOO,55252,55252,박준순,IF,52,"Park, Jun Soon",20060713,180,80,Right,Right
2025,두산,DOO_BEA,MIN_DOO,66928,66928,박준영,IF,16,"Park, Jun Young",19970805,180,90,Right,Right
2025,두산,DOO_BEA,MIN_DOO,54213,54213,박지호,P,4,"Park, Ji Ho",20030702,181,99,Left,Left
2025,두산,DOO_BEA,MIN_DOO,50204,50204,박지훈,IF,37,"Park, Ji Hoon",20000907,183,80,Right,Right
2025,두산,DOO_BEA,MIN_DOO,67266,67266,박치국,P,1,"Park, Chi Guk",19980310,177,78,Right,Right
2025,두산,DOO_BEA,MIN_DOO,54216,54216,손율기,OF,110,"Son, Yul Ki",20050611,180,100,Right,Left
2025,두산,DOO_BEA,MIN_DOO,52294,52294,신민철,IF,127,"Shin, Min Chul",20030113,185,90,Right,Right
2025,두산,DOO_BEA,MIN_DOO,64153,64153,양석환,IF,53,"Yang, Suk Hwan",19910715,185,90,Right,Right
2025,두산,DOO_BEA,MIN_DOO,76232,76232,양의지,C,25,"Yang, Eui Ji",19870605,180,95,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55215,55215,양재훈,P,115,"Yang, Jae Hun",20030501,186,89,Right,Right
2025,두산,DOO_BEA,MIN_DOO,51200,51200,양현진,OF,100,"Yang, Hyeon Jin",20020103,191,86,Right,Right
2025,두산,DOO_BEA,MIN_DOO,54205,54205,여동건,IF,5,"Yeo, Tong Keon",20050804,175,75,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55218,55218,연서준,P,118,"Yeon, Seo Jun",20060413,185,88,Left,Left
2025,두산,DOO_BEA,MIN_DOO,50208,50208,오명진,IF,6,"Oh, Myeong Jin",20010904,179,79,Right,Left
2025,두산,DOO_BEA,MIN_DOO,52202,52202,윤태호,P,65,"Yoon, Tae Ho",20031010,190,88,Right,Right
2025,두산,DOO_BEA,MIN_DOO,69205,69205,이교훈,P,7,"Lee, Kyo Hoon",20000529,181,83,Left,Left
2025,두산,DOO_BEA,MIN_DOO,52209,52209,이민석,IF,107,"Lee, Min Seok",20011101,182,88,Right,Right
2025,두산,DOO_BEA,MIN_DOO,52204,52204,이병헌,P,29,"Lee, Byung Heon",20030604,183,95,Left,Left
2025,두산,DOO_BEA,MIN_DOO,55224,55224,이선우,IF,24,"Lee, Seon Woo",20060404,182,80,Right,Left
2025,두산,DOO_BEA,MIN_DOO,64805,64805,이승진,P,55,"Lee, Seung Jin",19950107,186,86,Right,Right
2025,두산,DOO_BEA,MIN_DOO,66291,66291,이영하,P,50,"Lee, Young Ha",19971101,192,91,Right,Right
2025,두산,DOO_BEA,MIN_DOO,67207,67207,이유찬,IF,13,"Lee, Yu Chan",19980805,175,68,Right,Right
2025,두산,DOO_BEA,MIN_DOO,50262,50262,이주엽,P,43,"Lee, Ju Yeop",20010326,188,90,Right,Right
2025,두산,DOO_BEA,MIN_DOO,54236,54236,임종성,IF,3,"Im, Jong Sung",20050303,183,90,Right,Right
2025,두산,DOO_BEA,MIN_DOO,50244,50244,장규빈,C,44,"Chang, Kyu Bin",20010421,186,98,Right,Right
2025,두산,DOO_BEA,MIN_DOO,63202,63202,장승현,C,22,"Jang, Seung Hyun",19940307,184,86,Right,Right
2025,두산,DOO_BEA,MIN_DOO,53267,53267,장우진,P,126,"Jang, Woo Jin",20040320,188,84,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55239,656657,잭로그,P,39,"Logue, Zach",19960423,183,84,Left,Left
2025,두산,DOO_BEA,MIN_DOO,54214,54214,전다민,OF,9,"Jeon, Da Min",20010821,177,75,Right,Left
2025,두산,DOO_BEA,MIN_DOO,79231,79231,정수빈,OF,31,"Jung, Soo Bin",19901007,175,70,Left,Left
2025,두산,DOO_BEA,MIN_DOO,64202,64202,정은재,#N/A,102,"Jung, Eun Jae",19911231,#N/A,#N/A,Right,Right
2025,두산,DOO_BEA,MIN_DOO,50211,50211,제환유,P,101,"Je, Hwan Yu",20000930,183,76,Right,Left
2025,두산,DOO_BEA,MIN_DOO,66209,66209,조수행,OF,51,"Jo, Soo Haeng",19930830,178,73,Right,Left
2025,두산,DOO_BEA,MIN_DOO,50296,50296,조제영,P,38,"Cho, Je Young",20010212,182,89,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55217,55217,주양준,OF,117,"Joo, Yang Jun",20060409,188,85,Right,Right
2025,두산,DOO_BEA,MIN_DOO,52208,52208,천현재,C,103,"Cheon, Hyun Jae",19990705,183,90,Right,Left
2025,두산,DOO_BEA,MIN_DOO,55268,55268,최민석,P,68,"Choi, Min Seok",20060702,188,84,Right,Right
2025,두산,DOO_BEA,MIN_DOO,50298,50298,최세창,P,109,"Choi, Se Chang",20010601,187,95,Right,Right
2025,두산,DOO_BEA,MIN_DOO,51264,51264,최승용,P,28,"Choi, Seung Yong",20010511,190,87,Left,Left
2025,두산,DOO_BEA,MIN_DOO,51564,51564,최우인,P,108,"Choi, Woo In",20020809,191,91,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55219,55219,최우혁,OF,119,"Choi, Woo Hyeok",20051202,190,90,Right,Left
2025,두산,DOO_BEA,MIN_DOO,67263,67263,최원준,P,61,"Choi, Won Joon",19941221,182,91,Right,Right
2025,두산,DOO_BEA,MIN_DOO,50206,50206,최종인,P,40,"Choi, Jong In",20010501,185,84,Right,Right
2025,두산,DOO_BEA,MIN_DOO,53259,53259,최준호,P,41,"Choi, Jun Ho",20040603,188,90,Right,Right
2025,두산,DOO_BEA,MIN_DOO,52206,52206,최지강,P,42,"Choi, Ji Kang",20010723,180,88,Right,Left
2025,두산,DOO_BEA,MIN_DOO,68362,68362,추재현,OF,36,"Choo, Jae Hyun",19990222,178,85,Left,Left
2025,두산,DOO_BEA,MIN_DOO,55208,595909,케이브,OF,8,"Cave, Jake",19921204,183,90,Left,Left
2025,두산,DOO_BEA,MIN_DOO,55257,608344,콜어빈,P,57,"Irvin, Cole",19940131,193,102,Left,Left
2025,두산,DOO_BEA,MIN_DOO,55214,55214,한다현,IF,114,"Han, Da Hyun",20060825,181,85,Right,Left
2025,두산,DOO_BEA,MIN_DOO,61643,61643,홍건희,P,17,"Hong, Geon Hui",19920929,187,97,Right,Right
2025,두산,DOO_BEA,MIN_DOO,55267,55267,홍민규,P,67,"Hong, Min Gyu",20060911,183,87,Right,Left
2025,두산,DOO_BEA,MIN_DOO,66233,66233,홍성호,OF,34,"Hong, Seong Ho",19970715,187,98,Right,Left
2025,두산,DOO_BEA,MIN_DOO,55258,55258,황희천,P,58,"Hwang, Hee Cheon",20061106,190,93,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,54567,54567,강성우,IF,67,"Kang, Seong Woo",20050412,182,77,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,54506,54506,강승구,C,39,"Kang, Seung Gu",20031019,180,83,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,69517,69517,고승민,IF,2,"Go, Seung Min",20000811,189,92,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,63543,63543,구승민,P,22,"Koo, Seung Min",19900612,182,86,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,65522,65522,김강현,P,19,"Kim, Gang Hyun",19950227,177,84,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,54511,54511,김대현,OF,100,"Kim, Dae Hyun",20031115,176,84,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,68585,68585,김도규,P,124,"Kim, Do Gyu",19980711,192,118,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,69592,69592,김동규,IF,121,"Kim, Dong Gyu",19990408,185,85,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,52504,52504,김동혁,OF,50,"Kim, Dong Hyuk",20000915,177,77,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,55502,55502,김동현,OF,102,"Kim, Dong Hyun",20041230,185,100,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,77564,77564,김민성,IF,16,"Kim, Min Sung",19881217,181,94,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,76430,76430,김상수,P,24,"Kim, Sang Su",19880102,180,88,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,52514,52514,김세민,IF,119,"Kim, Se Min",20030614,183,78,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,62528,62528,김원중,P,34,"Kim, Won Jung",19930614,192,96,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,51516,51516,김진욱,P,15,"Kim, Jin Uk",20020705,185,90,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,55507,55507,김태균,P,107,"Kim, Tae Gyun",20060731,191,97,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55566,55566,김태현,P,66,"Kim, Tae Hyun",20051116,185,87,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,55501,55501,김현우,P,101,"Kim, Hyun Woo",20060318,183,90,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,67539,67539,나균안,P,43,"Na, Gyun An",19980316,186,109,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,51551,51551,나승엽,IF,51,"Na, Seung Yeup",20020215,190,82,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,62931,62931,노진혁,IF,52,"No, Jin Hyuk",19890715,184,80,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,55536,656353,데이비슨,P,36,"Davidson, Joseph Tucker",19960325,188,97,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,54529,622682,레이예스,OF,29,"Reyes, Victor",19941005,196,87,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,55509,55509,박건우,C,109,"Park, Kun Woo",20030201,183,92,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,50563,50563,박로건,P,117,"Park, Ro Geon",20010827,186,88,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,64021,64021,박세웅,P,21,"Park, Se Woong",19951130,182,85,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55568,55568,박세현,P,68,"Park, Se Hyun",20060121,183,88,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,62802,62802,박승욱,IF,53,"Park, Seung Wook",19921204,184,83,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,60559,60559,박시영,P,25,"Park, Si Young",19890310,181,92,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,69507,69507,박영완,P,120,"Park, Young Wan",20000722,183,85,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,55563,55563,박재엽,C,63,"Park, Jae Yeop",20060123,184,92,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,54503,54503,박준우,P,58,"Park, Jun Woo",20050527,190,94,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55508,55508,박지훈,IF,108,"Park, Ji Hoon",20020514,176,75,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,69594,69594,박진,P,44,"Park, Jin",19990402,182,106,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,63512,63512,박진형,P,40,"Park, Jin Hyung",19940610,181,77,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,52528,656212,반즈,P,28,"Barnes, Charlie",19951001,189,91,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,54504,54504,배세종,P,122,"Bae, Se Jong",20011201,190,108,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,54507,54507,백두산,C,62,"Baek, Doo San",20010520,180,95,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,53569,53569,서동욱,C,35,"Seo, Dong Wook",20000324,175,88,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,51528,51528,손성빈,C,6,"Son, Seoung Bin",20020114,186,92,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,50150,50150,손호영,IF,33,"Son, Ho Young",19940823,182,88,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,51594,51594,송재영,P,59,"Song, Jae Young",20020620,181,84,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,68067,68067,신병률,P,12,"Shin, Byung Ryul",19960130,175,82,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,69508,69508,신윤후,IF,3,"Shin, Yoon Hoo",19960105,177,77,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,64017,64017,심재민,P,23,"Shim, Jae Min",19940218,182,92,Left,Right
2025,롯데,LOT_GIA,MIN_LOT,52565,52565,엄장윤,C,123,"Um, Jang Yoon",20031007,179,78,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55514,55514,오창현,OF,114,"Oh, Chang Hyun",20020521,165,65,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,61102,61102,유강남,C,27,"Yoo, Kang Nam",19920715,182,88,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55512,55512,유태웅,IF,112,"Yu, Tae Woong",20020313,175,77,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,52591,52591,윤동희,OF,91,"Yoon, Dong Hee",20030918,187,85,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,67588,67588,윤성빈,P,55,"Yoon, Seong Pin",19990226,197,90,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,52530,52530,이민석,P,37,"Lee, Min Seok",20031210,189,95,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,51592,51592,이병준,P,45,"Lee, Byung Jun",20020528,185,95,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55513,55513,이상화,OF,113,"Lee, Sang Hwa",20020325,181,87,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,68529,68529,이승헌,P,47,"Lee, Seung Heon",19981219,196,97,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55503,55503,이영재,P,103,"Lee, Young Jae",20061020,180,71,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,50608,50608,이인한,OF,54,"Lee, In Han",19981224,183,95,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,67644,67644,이정훈,OF,48,"Lee, Jeong Hun",19941207,185,90,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,51560,51560,이주찬,IF,116,"Lee, Ju Chan",19980921,181,86,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55511,55511,이태경,IF,111,"Lee, Tae Kyung",20021124,176,77,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,54598,54598,이호준,IF,30,"Lee, Ho Jun",20040320,172,72,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,68507,68507,장두성,OF,7,"Jang, Du Seong",19990916,176,75,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,54561,54561,전미르,P,61,"Jeon, Mi R",20050815,187,100,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,68205,68205,전민재,IF,13,"Jeon, Min Jae",19990630,181,73,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,78513,78513,전준우,OF,8,"Jeon, Jun Woo",19860225,184,98,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,68518,68518,정보근,C,42,"Jeong, Bo Keun",19990831,175,89,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55515,55515,정선우,P,115,"Jeong, Sun Woo",20020612,173,80,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,68556,68556,정성종,P,18,"Jung, Sung Jong",19951116,181,93,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,51546,51546,정우준,P,46,"Jeong, Woo Jun",20000317,180,82,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,68242,68242,정철원,P,65,"Jeong, Cheol Won",19990327,192,95,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,54537,54537,정현수,P,57,"Jeong, Hyeon Su",20010510,180,84,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,60523,60523,정훈,IF,9,"Jung, Hoon",19870718,180,85,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,52516,52516,조세진,OF,5,"Jo, Se Jin",20031121,181,86,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55504,55504,조영우,P,104,"Cho, Young Woo",20060515,182,82,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,52558,52558,진승현,P,26,"Jin, Seung Hyun",20030905,184,108,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,76650,76650,진해수,P,31,"Jin, Hae Soo",19860626,187,85,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,55505,55505,최민규,IF,105,"Choi, Min Kyu",20040223,173,74,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,68036,68036,최이준,P,49,"Choi, E Jun",19990410,182,90,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,50556,50556,최준용,P,56,"Choi, Jun Yong",20011010,185,85,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,62884,62884,최항,IF,14,"Choi, Hang",19940103,183,88,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,52560,52560,하혜성,P,118,"Ha, Hye Sung",20030609,191,85,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,55506,55506,한승현,OF,106,"Han, Seung Hyun",20061029,183,80,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,52568,52568,한태양,IF,60,"Han, Tae Yang",20030915,181,76,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,62363,62363,한현희,P,1,"Han, Hyun Hee",19930625,182,98,Right,Right
2025,롯데,LOT_GIA,MIN_LOT,68260,68260,현도훈,P,17,"Hyun, Do Hoon",19930113,188,95,Right,Left
2025,롯데,LOT_GIA,MIN_LOT,50596,50596,홍민기,P,38,"Hong, Min Ki",20010720,185,85,Left,Left
2025,롯데,LOT_GIA,MIN_LOT,50500,50500,황성빈,OF,0,"Hwang, Seong Bin",19971219,172,76,Right,Left
2025,상무,,KBO_ARM,51143,51143,강효종,P,51,"Kang, Hyo Jong",20021014,182,84,Right,Right
2025,상무,,KBO_ARM,65933,65933,구창모,P,1,"Koo, Chang Mo",19970217,182,85,Left,Left
2025,상무,,KBO_ARM,51230,51230,김동주,P,50,"Kim, Dong Ju",20020214,190,92,Right,Right
2025,상무,,KBO_ARM,50360,50360,김동혁,P,49,"Kim, Dong Hyeok",20011227,184,80,Right,Right
2025,상무,,KBO_ARM,51604,51604,김선우,C,42,"Kim, Sun Woo",20010118,175,90,Right,Right
2025,상무,,KBO_ARM,51303,51303,김시앙,C,26,"Kim, Si Ang",20011031,177,84,Right,Right
2025,상무,,KBO_ARM,51097,51097,김영현,P,48,"Kim, Young Hyun",20020818,177,83,Right,Right
2025,상무,,KBO_ARM,53400,53400,김재상,IF,12,"Kim, Jae Sang",20040726,179,85,Right,Left
2025,상무,,KBO_ARM,67391,67391,김재웅,P,7,"Kim, Jae Woong",19981022,171,88,Left,Left
2025,상무,,KBO_ARM,53029,53029,김정운,P,6,"Kim, Jeong Woon",20040421,185,88,Right,Right
2025,상무,,KBO_ARM,51417,51417,김현준,OF,27,"Kim, Hyeon Joon",20021011,178,78,Left,Left
2025,상무,,KBO_ARM,53404,53404,류승민,OF,57,"Ryu, Seung Min",20041011,183,92,Left,Left
2025,상무,,KBO_ARM,53036,53036,류현인,IF,21,"Ryu, Hyun In",20001108,174,80,Right,Left
2025,상무,,KBO_ARM,52980,52980,박성재,C,22,"Park, Sung Jae",20030321,179,85,Right,Right
2025,상무,,KBO_ARM,50709,50709,박정현,IF,9,"Park, Jung Hyun",20010727,183,83,Right,Right
2025,상무,,KBO_ARM,52348,52348,박찬혁,OF,10,"Park, Chan Hyuk",20030425,180,88,Right,Right
2025,상무,,KBO_ARM,65516,65516,배제성,P,5,"Bae, Je Seong",19960929,190,90,Right,Left
2025,상무,,KBO_ARM,69962,69962,송명기,P,13,"Song, Myung Gi",20000809,191,102,Right,Right
2025,상무,,KBO_ARM,52702,52702,양경모,P,44,"Yang, Kyung Mo",20030324,184,95,Right,Right
2025,상무,,KBO_ARM,51991,51991,오장한,OF,17,"Oh, Jang Han",20020520,183,95,Right,Left
2025,상무,,KBO_ARM,51996,51996,오태양,IF,23,"Oh, Tae Yang",20020425,180,78,Right,Right
2025,상무,,KBO_ARM,69213,69213,윤산흠,P,55,"Yun, San Heum",19990515,178,75,Right,Right
2025,상무,,KBO_ARM,53296,53296,윤준호,C,11,"Yun, Jun Ho",20001114,179,93,Right,Right
2025,상무,,KBO_ARM,52868,52868,이기순,P,0,"Lee, Ki Soon",20030514,174,78,Left,Left
2025,상무,,KBO_ARM,51948,51948,이용준,P,29,"Lee, Yong Jun",20020508,180,95,Right,Right
2025,상무,,KBO_ARM,52295,52295,이원재,P,14,"Lee, Won Jae",20030507,187,95,Left,Left
2025,상무,,KBO_ARM,68106,68106,이재원,OF,52,"Lee, Jae Won",19990717,191,106,Right,Right
2025,상무,,KBO_ARM,69134,69134,이정용,P,3,"Yi, Jung Yong",19960326,185,83,Right,Right
2025,상무,,KBO_ARM,53562,53562,이진하,P,8,"Lee, Jin Ha",20040602,192,98,Right,Right
2025,상무,,KBO_ARM,53594,53594,이태연,P,19,"Lee, Tae Youn",20040221,180,89,Left,Left
2025,상무,,KBO_ARM,50820,50820,전의산,IF,47,"Jeon, Ui San",20001125,188,105,Right,Left
2025,상무,,KBO_ARM,53568,53568,정대선,IF,15,"Jung, Dae Sun",20041116,185,88,Right,Right
2025,상무,,KBO_ARM,68743,68743,정은원,IF,20,"Jung, Eun Won",20000117,177,82,Right,Left
2025,상무,,KBO_ARM,53058,53058,정준영,OF,53,"Jeong, Jun Young",20040126,173,73,Left,Left
2025,상무,,KBO_ARM,52903,52903,조민석,P,2,"Jo, Min Seok",19981221,180,83,Right,Right
2025,상무,,KBO_ARM,52405,52405,조민성,IF,16,"Cho, Min Sung",20031002,180,90,Right,Right
2025,상무,,KBO_ARM,68525,68525,한동희,IF,25,"Han, Dong Hui",19990601,182,108,Right,Right
2025,상무,,KBO_ARM,52628,52628,한승연,OF,37,"Han, Seung Yeon",20030609,183,92,Right,Right
2025,상무,,KBO_ARM,50726,50726,한승주,P,18,"Han, Seung Ju",20010317,183,85,Right,Right
2025,상무,,KBO_ARM,50449,50449,허윤동,#N/A,4,"Heo, Yun Dong",20010619,#N/A,#N/A,Left,Left
2025,상무,,KBO_ARM,51408,51408,홍승원,P,41,"Hong, Seung Won",20011206,185,95,Right,Right
2025,키움,KIW_HER,MIN_HER,62925,62925,강진성,IF,27,"Kang, Jin Sung",19931019,176,89,Right,Right
2025,키움,KIW_HER,MIN_HER,54344,54344,고영우,IF,44,"Ko, Young Woo",20010621,173,80,Right,Right
2025,키움,KIW_HER,MIN_HER,55371,55371,권혁빈,IF,71,"Gwon, Hyuk Bin",20051104,185,75,Right,Right
2025,키움,KIW_HER,MIN_HER,53312,53312,김건희,C,12,"Kim, Gun Hee",20041107,186,96,Right,Right
2025,키움,KIW_HER,MIN_HER,53164,53164,김동규,P,99,"Kim, Dong Kyu",20040709,194,100,Right,Right
2025,키움,KIW_HER,MIN_HER,66838,66838,김동엽,OF,38,"Kim, Dong Yub",19900724,186,101,Right,Right
2025,키움,KIW_HER,MIN_HER,53344,53344,김동헌,C,47,"Kim, Dong Heon",20040715,182,91,Right,Right
2025,키움,KIW_HER,MIN_HER,50304,50304,김병휘,IF,23,"Kim, Byeong Hwi",20010216,177,79,Right,Right
2025,키움,KIW_HER,MIN_HER,55359,55359,김서준,P,59,"Kim, Seo Jun",20061222,187,83,Right,Left
2025,키움,KIW_HER,MIN_HER,66018,66018,김선기,P,49,"Kim, Seon Gi",19910901,187,98,Right,Right
2025,키움,KIW_HER,MIN_HER,67828,67828,김성민,P,8,"Kim, Seong Min",19940426,181,90,Left,Left
2025,키움,KIW_HER,MIN_HER,54368,54368,김연주,P,68,"Kim, Yeon Ju",20040227,175,75,Right,Right
2025,키움,KIW_HER,MIN_HER,65898,65898,김웅빈,IF,10,"Kim, Woong Bin",19960209,182,97,Right,Left
2025,키움,KIW_HER,MIN_HER,54319,54319,김윤하,P,19,"Kim, Yun Ha",20050307,185,90,Right,Right
2025,키움,KIW_HER,MIN_HER,69367,69367,김인범,P,67,"Kim, In Beom",20000112,187,91,Right,Right
2025,키움,KIW_HER,MIN_HER,62332,62332,김재현,C,32,"Kim, Jae Hyun",19930318,178,90,Right,Right
2025,키움,KIW_HER,MIN_HER,54302,54302,김주훈,P,69,"Kim, Ju Hoon",20030625,180,80,Left,Left
